STT,Từ khóa,Mã loại,Tên loại,Danh_sach_tu_khoa,Danh_sach_tu_khoa_chuan,Text_TFIDF
267,"nợ phí ba tháng, chờ hủy hợp đồng, mất hiệu lực vĩnh viễn, quyền lợi tích lũy, mở khóa khẩn cấp, hỗ trợ cuối cùng, hệ thống tự động, tài khoản cá nhân",11,Giả danh nhân viên bảo hiểm,"[""nợ_phí_ba_tháng"", ""chờ_hủy_hợp_đồng"", ""mất_hiệu_lực_vĩnh_viễn"", ""quyền_lợi_tích_lũy"", ""mở_khóa_khẩn_cấp"", ""hỗ_trợ_cuối_cùng"", ""hệ_thống_tự_động"", ""tài_khoản_cá_nhân""]","[""nợ_phí_ba_tháng"", ""chờ_hủy"", ""hợp_đồng"", ""mất"", ""hiệu_lực"", ""vĩnh_viễn"", ""quyền_lợi"", ""tích_lũy"", ""mở"", ""khóa"", ""khẩn_cấp"", ""hỗ_trợ"", ""cuối_cùng"", ""hệ_thống"", ""tự_động"", ""tài_khoản"", ""cá_nhân""]",nợ_phí_ba_tháng chờ_hủy hợp_đồng mất hiệu_lực vĩnh_viễn quyền_lợi tích_lũy mở khóa khẩn_cấp hỗ_trợ cuối_cùng hệ_thống tự_động tài_khoản cá_nhân
268,"giá trị tích lũy, vay tiền nhanh, lãi suất thấp, giải ngân trong ngày, xác minh giải ngân, mã xác thực, khách hàng thân thiết, cung cấp tài khoản",11,Giả danh nhân viên bảo hiểm,"[""giá_trị_tích_lũy"", ""vay_tiền_nhanh"", ""lãi_suất_thấp"", ""giải_ngân_trong_ngày"", ""xác_minh_giải_ngân"", ""mã_xác_thực"", ""khách_hàng_thân_thiết"", ""cung_cấp_tài_khoản""]","[""giá_trị"", ""tích_lũy"", ""vay_tiền_nhanh"", ""lãi_suất"", ""thấp"", ""giải_ngân"", ""trong"", ""ngày"", ""xác_minh"", ""mã_otp"", ""khách_hàng"", ""thân_thiết"", ""cung_cấp"", ""tài_khoản""]",giá_trị tích_lũy vay_tiền_nhanh lãi_suất thấp giải_ngân trong ngày xác_minh mã_otp khách_hàng thân_thiết cung_cấp tài_khoản
269,"rà soát người thụ hưởng, cập nhật hệ thống dữ liệu, xác nhận thông tin, tránh sai sót, trì hoãn chi trả, sự kiện bảo hiểm, cung cấp căn cước",11,Giả danh nhân viên bảo hiểm,"[""rà_soát_người_thụ_hưởng"", ""cập_nhật_hệ_thống_dữ_liệu"", ""xác_nhận_thông_tin"", ""tránh_sai_sót"", ""trì_hoãn_chi_trả"", ""sự_kiện_bảo_hiểm"", ""cung_cấp_căn_cước""]","[""rà_soát"", ""người"", ""thụ_hưởng"", ""cập_nhật"", ""hệ_thống"", ""dữ_liệu"", ""xác_nhận"", ""thông_tin"", ""tránh"", ""sai_sót"", ""trì_hoãn"", ""chi_trả"", ""sự_kiện"", ""bảo_hiểm"", ""cung_cấp"", ""căn_cước""]",rà_soát người thụ_hưởng cập_nhật hệ_thống dữ_liệu xác_nhận thông_tin tránh sai_sót trì_hoãn chi_trả sự_kiện bảo_hiểm cung_cấp căn_cước
270,"tiếp quản danh mục, phí chuyển đổi, đảm bảo quyền lợi, treo tạm thời, làm lại thủ tục, chuyển giao hợp đồng, xác nhận thông tin, chưa công bố rộng rãi",11,Giả danh nhân viên bảo hiểm,"[""tiếp_quản_danh_mục"", ""phí_chuyển_đổi"", ""đảm_bảo_quyền_lợi"", ""treo_tạm_thời"", ""làm_lại_thủ_tục"", ""chuyển_giao_hợp_đồng"", ""xác_nhận_thông_tin"", ""chưa_công_bố_rộng_rãi""]","[""tiếp_quản"", ""danh_mục"", ""phí"", ""chuyển_đổi"", ""đảm_bảo"", ""quyền_lợi"", ""treo"", ""tạm_thời"", ""làm"", ""lại"", ""thủ_tục"", ""chuyển_giao_hợp_đồng"", ""xác_nhận"", ""thông_tin"", ""chưa"", ""công_bố"", ""rộng_rãi""]",tiếp_quản danh_mục phí chuyển_đổi đảm_bảo quyền_lợi treo tạm_thời làm lại thủ_tục chuyển_giao_hợp_đồng xác_nhận thông_tin chưa công_bố rộng_rãi
271,"phòng nhân sự công ty lớn, vượt qua vòng lọc hồ sơ, lịch phỏng vấn kín trong tuần này, chuyển tiền giữ chỗ phỏng vấn, quy định nội bộ công ty, xác nhận tham gia trong hôm nay, mất cơ hội việc làm, áp lực thời gian ứng tuyển",4,Giả mạo nhà tuyển dụng,"[""phòng_nhân_sự_công_ty_lớn"", ""vượt_qua_vòng_lọc_hồ_sơ"", ""lịch_phỏng_vấn_kín_trong_tuần_này"", ""chuyển_tiền_giữ_chỗ_phỏng_vấn"", ""quy_định_nội_bộ_công_ty"", ""xác_nhận_tham_gia_trong_hôm_nay"", ""mất_cơ_hội_việc_làm"", ""áp_lực_thời_gian_ứng_tuyển""]","[""phòng"", ""nhân_sự"", ""công_ty"", ""lớn"", ""vượt"", ""qua"", ""vòng"", ""lọc"", ""hồ_sơ"", ""lịch"", ""phỏng_vấn"", ""kín"", ""trong"", ""tuần"", ""này"", ""chuyển"", ""tiền"", ""giữ"", ""chỗ"", ""quy_định"", ""nội_bộ"", ""xác_nhận"", ""tham_gia"", ""hôm_nay"", ""mất"", ""cơ_hội"", ""việc_làm"", ""áp_lực"", ""thời_gian"", ""ứng_tuyển""]",phòng nhân_sự công_ty lớn vượt qua vòng lọc hồ_sơ lịch phỏng_vấn kín trong tuần này chuyển tiền giữ chỗ quy_định nội_bộ xác_nhận tham_gia hôm_nay mất cơ_hội việc_làm áp_lực thời_gian ứng_tuyển
272,"thông báo trúng tuyển chính thức, khóa đào tạo bắt buộc trước khi ký hợp đồng, đóng phí đào tạo nội bộ, cam kết làm việc lâu dài, hoàn lại sau khi thử việc, quản lý tuyển dụng, hủy kết quả trúng tuyển",4,Giả mạo nhà tuyển dụng,"[""thông_báo_trúng_tuyển_chính_thức"", ""khóa_đào_tạo_bắt_buộc_trước_khi_ký_hợp_đồng"", ""đóng_phí_đào_tạo_nội_bộ"", ""cam_kết_làm_việc_lâu_dài"", ""hoàn_lại_sau_khi_thử_việc"", ""quản_lý_tuyển_dụng"", ""hủy_kết_quả_trúng_tuyển""]","[""thông_báo"", ""trúng_tuyển"", ""chính_thức"", ""khóa"", ""đào_tạo"", ""bắt_buộc"", ""trước"", ""khi"", ""ký"", ""hợp_đồng"", ""đóng"", ""phí"", ""nội_bộ"", ""cam_kết"", ""làm_việc"", ""lâu_dài"", ""hoàn_lại_sau_khi_thử_việc"", ""quản_lý"", ""tuyển_dụng"", ""hủy"", ""kết_quả""]",thông_báo trúng_tuyển chính_thức khóa đào_tạo bắt_buộc trước khi ký hợp_đồng đóng phí nội_bộ cam_kết làm_việc lâu_dài hoàn_lại_sau_khi_thử_việc quản_lý tuyển_dụng hủy kết_quả
273,"thư mời nhận việc, làm đồng phục công ty, thẻ nhân viên nội bộ, chi phí chuẩn bị hồ sơ, thanh toán trước ngày nhận việc, loại khỏi danh sách nhân sự mới, xác nhận gấp trong ngày",4,Giả mạo nhà tuyển dụng,"[""thư_mời_nhận_việc"", ""làm_đồng_phục_công_ty"", ""thẻ_nhân_viên_nội_bộ"", ""chi_phí_chuẩn_bị_hồ_sơ"", ""thanh_toán_trước_ngày_nhận_việc"", ""loại_khỏi_danh_sách_nhân_sự_mới"", ""xác_nhận_gấp_trong_ngày""]","[""thư_mời_nhận_việc"", ""làm"", ""đồng_phục"", ""công_ty"", ""thẻ"", ""nhân_viên"", ""nội_bộ"", ""chi_phí"", ""chuẩn_bị"", ""hồ_sơ"", ""thanh_toán"", ""trước"", ""ngày"", ""nhận"", ""việc"", ""loại"", ""khỏi"", ""danh_sách"", ""nhân_sự"", ""mới"", ""xác_nhận"", ""gấp"", ""trong""]",thư_mời_nhận_việc làm đồng_phục công_ty thẻ nhân_viên nội_bộ chi_phí chuẩn_bị hồ_sơ thanh_toán trước ngày nhận việc loại khỏi danh_sách nhân_sự mới xác_nhận gấp trong
274,"đăng tin tuyển dụng trên mạng xã hội, đạt yêu cầu sơ tuyển, phí xử lý hồ sơ, phí kiểm tra lý lịch, quy trình tuyển dụng chuyên nghiệp, đối tác kiểm tra thông tin nhân sự, nâng cao cơ hội trúng tuyển",4,Giả mạo nhà tuyển dụng,"[""đăng_tin_tuyển_dụng_trên_mạng_xã_hội"", ""đạt_yêu_cầu_sơ_tuyển"", ""phí_xử_lý_hồ_sơ"", ""phí_kiểm_tra_lý_lịch"", ""quy_trình_tuyển_dụng_chuyên_nghiệp"", ""đối_tác_kiểm_tra_thông_tin_nhân_sự"", ""nâng_cao_cơ_hội_trúng_tuyển""]","[""đăng"", ""tin"", ""tuyển_dụng"", ""trên"", ""mạng"", ""xã_hội"", ""đạt"", ""yêu_cầu"", ""sơ_tuyển"", ""phí"", ""xử_lý"", ""hồ_sơ"", ""kiểm_tra"", ""lý_lịch"", ""quy_trình"", ""chuyên_nghiệp"", ""đối_tác"", ""thông_tin"", ""nhân_sự"", ""nâng"", ""cao"", ""cơ_hội"", ""trúng_tuyển""]",đăng tin tuyển_dụng trên mạng xã_hội đạt yêu_cầu sơ_tuyển phí xử_lý hồ_sơ kiểm_tra lý_lịch quy_trình chuyên_nghiệp đối_tác thông_tin nhân_sự nâng cao cơ_hội trúng_tuyển
275,"việc làm, tại nhà, thu nhập cao, trưởng nhóm dự án, trực tuyến, đặt cọc, nhận tài liệu, làm việc, hệ thống nội bộ, cam kết, hoàn tiền, đặt cọc, thu nhập, ổn định, mỗi tháng, công việc, linh hoạt tại nhà",4,Giả mạo nhà tuyển dụng,"[""việc_làm"", ""tại_nhà"", ""thu_nhập_cao"", ""trưởng_nhóm_dự_án"", ""trực_tuyến"", ""đặt_cọc"", ""nhận_tài_liệu"", ""làm_việc"", ""hệ_thống_nội_bộ"", ""cam_kết"", ""hoàn_tiền"", ""đặt_cọc"", ""thu_nhập"", ""ổn_định"", ""mỗi_tháng"", ""công_việc"", ""linh_hoạt_tại_nhà""]","[""việc_làm"", ""tại_nhà"", ""thu_nhập"", ""cao"", ""trưởng"", ""nhóm"", ""dự_án"", ""trực_tuyến"", ""đặt_cọc"", ""nhận"", ""tài_liệu"", ""làm_việc"", ""hệ_thống"", ""nội_bộ"", ""cam_kết"", ""hoàn_tiền"", ""ổn_định"", ""mỗi_tháng"", ""công_việc"", ""linh_hoạt"", ""tại"", ""nhà""]",việc_làm tại_nhà thu_nhập cao trưởng nhóm dự_án trực_tuyến đặt_cọc nhận tài_liệu làm_việc hệ_thống nội_bộ cam_kết hoàn_tiền ổn_định mỗi_tháng công_việc linh_hoạt tại nhà
276,"nhân viên tuyển dụng, công ty thương mại điện tử, cộng tác viên, xử lý đơn hàng tại nhà, kích hoạt tài khoản, làm việc, chuyển tiền, đặt cọc, mở hệ thống, hoàn lại, sau ba đơn đầu tiên, thu nhập, ổn định, mỗi tháng, bắt đầu, ngay trong tuần này",4,Giả mạo nhà tuyển dụng,"[""nhân_viên_tuyển_dụng"", ""công_ty_thương_mại_điện_tử"", ""cộng_tác_viên"", ""xử_lý_đơn_hàng_tại_nhà"", ""kích_hoạt_tài_khoản"", ""làm_việc"", ""đặt_cọc"", ""mở_hệ_thống"", ""hoàn_lại"", ""sau_ba_đơn_đầu_tiên"", ""thu_nhập"", ""ổn_định"", ""mỗi_tháng"", ""bắt_đầu"", ""ngay_trong_tuần_này""]","[""nhân_viên"", ""tuyển_dụng"", ""công_ty"", ""thương_mại"", ""điện_tử"", ""cộng_tác_viên"", ""xử_lý"", ""đơn"", ""hàng"", ""tại"", ""nhà"", ""kích_hoạt"", ""tài_khoản"", ""làm_việc"", ""đặt_cọc"", ""mở"", ""hệ_thống"", ""hoàn_lại"", ""sau"", ""ba"", ""đầu_tiên"", ""thu_nhập"", ""ổn_định"", ""mỗi_tháng"", ""bắt_đầu"", ""ngay_trong_tuần_này""]",nhân_viên tuyển_dụng công_ty thương_mại điện_tử cộng_tác_viên xử_lý đơn hàng tại nhà kích_hoạt tài_khoản làm_việc đặt_cọc mở hệ_thống hoàn_lại sau ba đầu_tiên thu_nhập ổn_định mỗi_tháng bắt_đầu ngay_trong_tuần_này
277,"đại diện, công ty tuyển dụng, quốc tế, hồ sơ đã được duyệt, giữ suất xuất khẩu lao động, chỉ còn vài suất cuối cùng, chuyển tiền đặt cọc ngay trong hôm nay, hỗ trợ visa đầy đủ, mức lương cao bao ăn ở",4,Giả mạo nhà tuyển dụng,"[""đại_diện"", ""công_ty_tuyển_dụng"", ""quốc_tế"", ""hồ_sơ_đã_được_duyệt"", ""giữ_suất_xuất_khẩu_lao_động"", ""chỉ_còn_vài_suất_cuối_cùng"", ""chuyển_tiền_đặt_cọc_ngay_trong_hôm_nay"", ""hỗ_trợ_visa_đầy_đủ"", ""mức_lương_cao_bao_ăn_ở""]","[""đại_diện"", ""công_ty"", ""tuyển_dụng"", ""quốc_tế"", ""hồ_sơ"", ""đã"", ""được"", ""duyệt"", ""giữ"", ""suất"", ""xuất_khẩu"", ""lao_động"", ""chỉ"", ""còn"", ""vài"", ""cuối_cùng"", ""chuyển"", ""tiền"", ""đặt_cọc"", ""ngay"", ""trong"", ""hôm_nay"", ""hỗ_trợ"", ""visa"", ""đầy_đủ"", ""mức"", ""lương"", ""cao"", ""bao"", ""ăn_ở""]",đại_diện công_ty tuyển_dụng quốc_tế hồ_sơ đã được duyệt giữ suất xuất_khẩu lao_động chỉ còn vài cuối_cùng chuyển tiền đặt_cọc ngay trong hôm_nay hỗ_trợ visa đầy_đủ mức lương cao bao ăn_ở
278,"trúng tuyển, vị trí, nhân viên chăm sóc khách hàng, khóa đào tạo nội bộ trước khi ký hợp đồng, đóng phí đào tạo cam kết làm việc, hoàn lại sau khi hoàn thành thử việc, quy trình tuyển dụng chính thức, xác nhận tham gia khóa học qua điện thoại",4,Giả mạo nhà tuyển dụng,"[""trúng_tuyển"", ""vị_trí"", ""nhân_viên_chăm_sóc_khách_hàng"", ""khóa_đào_tạo_nội_bộ_trước_khi_ký_hợp_đồng"", ""đóng_phí_đào_tạo_cam_kết_làm_việc"", ""hoàn_lại_sau_khi_hoàn_thành_thử_việc"", ""quy_trình_tuyển_dụng_chính_thức"", ""xác_nhận_tham_gia_khóa_học_qua_điện_thoại""]","[""trúng_tuyển"", ""vị_trí"", ""nhân_viên"", ""chăm_sóc"", ""khách_hàng"", ""khóa"", ""đào_tạo"", ""nội_bộ"", ""trước"", ""khi"", ""ký"", ""hợp_đồng"", ""đóng"", ""phí"", ""cam_kết"", ""làm_việc"", ""hoàn"", ""lại"", ""sau"", ""hoàn_thành_thử"", ""việc"", ""quy_trình"", ""tuyển_dụng"", ""chính_thức"", ""xác_nhận"", ""tham_gia"", ""học"", ""qua"", ""điện_thoại""]",trúng_tuyển vị_trí nhân_viên chăm_sóc khách_hàng khóa đào_tạo nội_bộ trước khi ký hợp_đồng đóng phí cam_kết làm_việc hoàn lại sau hoàn_thành_thử việc quy_trình tuyển_dụng chính_thức xác_nhận tham_gia học qua điện_thoại
279,"việc làm, tiền bảo hiểm đáo hạn, phí xử lý hồ sơ, thuế thu nhập cá nhân, giải ngân nhanh, khó khăn tài chính, chuyển tiền trước, lời hứa chuyển tiền trong vài phút",4,Giả mạo nhà tuyển dụng,"[""việc_làm"", ""tiền_bảo_hiểm_đáo_hạn"", ""phí_xử_lý_hồ_sơ"", ""thuế_thu_nhập_cá_nhân"", ""giải_ngân_nhanh"", ""khó_khăn_tài_chính"", ""chuyển_tiền_trước"", ""lời_hứa_chuyển_tiền_trong_vài_phút""]","[""việc_làm"", ""tiền"", ""bảo_hiểm"", ""đáo_hạn"", ""phí"", ""xử_lý"", ""hồ_sơ"", ""thuế"", ""thu_nhập"", ""cá_nhân"", ""giải_ngân"", ""nhanh"", ""khó_khăn"", ""tài_chính"", ""chuyển_khoản"", ""lời_hứa_chuyển_tiền_trong_vài_phút""]",việc_làm tiền bảo_hiểm đáo_hạn phí xử_lý hồ_sơ thuế thu_nhập cá_nhân giải_ngân nhanh khó_khăn tài_chính chuyển_khoản lời_hứa_chuyển_tiền_trong_vài_phút
280,"ứng tuyển, công viêch, tại nhà, bộ phận quyền lợi bảo hiểm, đủ điều kiện nhận hỗ trợ bệnh hiểm nghèo, chính sách mới của công ty, hồ sơ thiếu cập nhật, xác minh chính chủ, mã xác thực gửi về điện thoại, cung cấp thông tin tài khoản ngân hàng",4,Giả mạo nhà tuyển dụng,"[""ứng_tuyển"", ""công_viêch"", ""tại_nhà"", ""bộ_phận_quyền_lợi_bảo_hiểm"", ""đủ_điều_kiện_nhận_hỗ_trợ_bệnh_hiểm_nghèo"", ""chính_sách_mới_của_công_ty"", ""hồ_sơ_thiếu_cập_nhật"", ""xác_minh_chính_chủ"", ""mã_xác_thực_gửi_về_điện_thoại"", ""cung_cấp_thông_tin_tài_khoản_ngân_hàng""]","[""ứng_tuyển"", ""công_viêch"", ""tại_nhà"", ""bộ_phận"", ""quyền_lợi"", ""bảo_hiểm"", ""đủ"", ""điều_kiện"", ""nhận"", ""hỗ_trợ"", ""bệnh"", ""hiểm_nghèo"", ""chính_sách"", ""mới"", ""của"", ""công_ty"", ""hồ_sơ"", ""thiếu"", ""cập_nhật"", ""xác_minh"", ""chính"", ""chủ"", ""mã"", ""xác_thực"", ""gửi"", ""về"", ""điện_thoại"", ""cung_cấp"", ""thông_tin"", ""tài_khoản"", ""ngân_hàng""]",ứng_tuyển công_viêch tại_nhà bộ_phận quyền_lợi bảo_hiểm đủ điều_kiện nhận hỗ_trợ bệnh hiểm_nghèo chính_sách mới của công_ty hồ_sơ thiếu cập_nhật xác_minh chính chủ mã xác_thực gửi về điện_thoại cung_cấp thông_tin tài_khoản ngân_hàng
281,"trưởng phòng nhân sự công ty bất động sản, vị trí nhân viên kinh doanh, lương cứng và hoa hồng hấp dẫn, môi trường làm việc chuyên nghiệp, phí tham gia khóa huấn luyện bán hàng, phí cấp tài khoản dữ liệu khách hàng, xác nhận tham gia ngay trong ngày, mất suất đào tạo",4,Giả mạo nhà tuyển dụng,"[""trưởng_phòng_nhân_sự_công_ty_bất_động_sản"", ""vị_trí_nhân_viên_kinh_doanh"", ""lương_cứng_và_hoa_hồng_hấp_dẫn"", ""môi_trường_làm_việc_chuyên_nghiệp"", ""phí_tham_gia_khóa_huấn_luyện_bán_hàng"", ""phí_cấp_tài_khoản_dữ_liệu_khách_hàng"", ""xác_nhận_tham_gia_ngay_trong_ngày"", ""mất_suất_đào_tạo""]","[""trưởng_phòng"", ""nhân_sự"", ""công_ty"", ""bất_động_sản"", ""vị_trí"", ""nhân_viên"", ""kinh_doanh"", ""lương"", ""cứng"", ""và"", ""hoa_hồng"", ""hấp_dẫn"", ""môi_trường"", ""làm_việc"", ""chuyên_nghiệp"", ""phí"", ""tham_gia"", ""khóa"", ""huấn_luyện"", ""bán"", ""hàng"", ""cấp"", ""tài_khoản"", ""dữ_liệu"", ""khách_hàng"", ""xác_nhận"", ""ngay"", ""trong"", ""ngày"", ""mất"", ""suất"", ""đào_tạo""]",trưởng_phòng nhân_sự công_ty bất_động_sản vị_trí nhân_viên kinh_doanh lương cứng và hoa_hồng hấp_dẫn môi_trường làm_việc chuyên_nghiệp phí tham_gia khóa huấn_luyện bán hàng cấp tài_khoản dữ_liệu khách_hàng xác_nhận ngay trong ngày mất suất đào_tạo
282,"quản lý trung tâm đào tạo trực tuyến, kích hoạt tài khoản giảng dạy, phí chứng nhận nội bộ, phân lớp cho giáo viên mới, thu nhập ổn định mỗi tháng, xếp lịch giảng dạy sớm nhất, hoàn tất thanh toán qua điện thoại",4,Giả mạo nhà tuyển dụng,"[""quản_lý_trung_tâm_đào_tạo_trực_tuyến"", ""kích_hoạt_tài_khoản_giảng_dạy"", ""phí_chứng_nhận_nội_bộ"", ""phân_lớp_cho_giáo_viên_mới"", ""thu_nhập_ổn_định_mỗi_tháng"", ""xếp_lịch_giảng_dạy_sớm_nhất"", ""hoàn_tất_thanh_toán_qua_điện_thoại""]","[""quản_lý"", ""trung_tâm"", ""đào_tạo"", ""trực_tuyến"", ""kích_hoạt"", ""tài_khoản"", ""giảng_dạy"", ""phí"", ""chứng_nhận"", ""nội_bộ"", ""phân"", ""lớp"", ""cho"", ""giáo_viên"", ""mới"", ""thu_nhập"", ""ổn_định"", ""mỗi"", ""tháng"", ""xếp"", ""lịch"", ""sớm"", ""nhất"", ""hoàn_tất"", ""thanh_toán"", ""qua"", ""điện_thoại""]",quản_lý trung_tâm đào_tạo trực_tuyến kích_hoạt tài_khoản giảng_dạy phí chứng_nhận nội_bộ phân lớp cho giáo_viên mới thu_nhập ổn_định mỗi tháng xếp lịch sớm nhất hoàn_tất thanh_toán qua điện_thoại
283,"vượt qua vòng hồ sơ công nghệ thông tin, mua bộ công cụ phần mềm bản quyền, cài đặt hệ thống bảo mật nội bộ, hoàn lại sau khi ký hợp đồng chính thức, làm việc từ xa cho công ty, mức lương cao và thăng tiến nhanh",4,Giả mạo nhà tuyển dụng,"[""vượt_qua_vòng_hồ_sơ_công_nghệ_thông_tin"", ""mua_bộ_công_cụ_phần_mềm_bản_quyền"", ""cài_đặt_hệ_thống_bảo_mật_nội_bộ"", ""hoàn_lại_sau_khi_ký_hợp_đồng_chính_thức"", ""làm_việc_từ_xa_cho_công_ty"", ""mức_lương_cao_và_thăng_tiến_nhanh""]","[""vượt"", ""qua"", ""vòng"", ""hồ_sơ"", ""công_nghệ"", ""thông_tin"", ""mua"", ""bộ"", ""công_cụ"", ""phần_mềm"", ""bản_quyền"", ""cài_đặt"", ""hệ_thống"", ""bảo_mật"", ""nội_bộ"", ""hoàn"", ""lại"", ""sau"", ""khi"", ""ký"", ""hợp_đồng"", ""chính_thức"", ""làm_việc"", ""từ"", ""xa"", ""cho"", ""công_ty"", ""mức"", ""lương"", ""cao"", ""và"", ""thăng_tiến"", ""nhanh""]",vượt qua vòng hồ_sơ công_nghệ thông_tin mua bộ công_cụ phần_mềm bản_quyền cài_đặt hệ_thống bảo_mật nội_bộ hoàn lại sau khi ký hợp_đồng chính_thức làm_việc từ xa cho công_ty mức lương cao và thăng_tiến nhanh
284,"quản lý tuyển dụng công ty du lịch, vị trí điều hành tour, phí đào tạo nghiệp vụ du lịch, phí cấp chứng nhận hướng dẫn viên nội bộ, hồ sơ sẽ bị loại nếu không hoàn tất trong tuần này, môi trường làm việc năng động",4,Giả mạo nhà tuyển dụng,"[""quản_lý_tuyển_dụng_công_ty_du_lịch"", ""vị_trí_điều_hành_tour"", ""phí_đào_tạo_nghiệp_vụ_du_lịch"", ""phí_cấp_chứng_nhận_hướng_dẫn_viên_nội_bộ"", ""hồ_sơ_sẽ_bị_loại_nếu_không_hoàn_tất_trong_tuần_này"", ""môi_trường_làm_việc_năng_động""]","[""quản_lý"", ""tuyển_dụng"", ""công_ty"", ""du_lịch"", ""vị_trí"", ""điều_hành"", ""tour"", ""phí"", ""đào_tạo"", ""nghiệp_vụ"", ""cấp"", ""chứng_nhận"", ""hướng_dẫn_viên"", ""nội_bộ"", ""hồ_sơ"", ""sẽ"", ""bị"", ""loại"", ""nếu"", ""không"", ""hoàn_tất"", ""trong"", ""tuần"", ""này"", ""môi_trường"", ""làm_việc"", ""năng_động""]",quản_lý tuyển_dụng công_ty du_lịch vị_trí điều_hành tour phí đào_tạo nghiệp_vụ cấp chứng_nhận hướng_dẫn_viên nội_bộ hồ_sơ sẽ bị loại nếu không hoàn_tất trong tuần này môi_trường làm_việc năng_động
285,"giám sát tuyển dụng công ty tài chính đầu tư, vị trí tư vấn tài chính, khóa đào tạo ngắn hạn bắt buộc, phí cấp tài khoản giao dịch thử nghiệm, mức thưởng cao theo doanh số, thu nhập không giới hạn, xác nhận tham gia ngay trong ngày",4,Giả mạo nhà tuyển dụng,"[""giám_sát_tuyển_dụng_công_ty_tài_chính_đầu_tư"", ""vị_trí_tư_vấn_tài_chính"", ""khóa_đào_tạo_ngắn_hạn_bắt_buộc"", ""phí_cấp_tài_khoản_giao_dịch_thử_nghiệm"", ""mức_thưởng_cao_theo_doanh_số"", ""thu_nhập_không_giới_hạn"", ""xác_nhận_tham_gia_ngay_trong_ngày""]","[""giám_sát"", ""tuyển_dụng"", ""công_ty"", ""tài_chính"", ""đầu_tư"", ""vị_trí"", ""tư_vấn"", ""khóa"", ""đào_tạo"", ""ngắn_hạn"", ""bắt_buộc"", ""phí"", ""cấp"", ""tài_khoản"", ""giao_dịch"", ""thử_nghiệm"", ""mức"", ""thưởng"", ""cao"", ""theo"", ""doanh_số"", ""thu_nhập"", ""không"", ""giới_hạn"", ""xác_nhận"", ""tham_gia"", ""ngay"", ""trong"", ""ngày""]",giám_sát tuyển_dụng công_ty tài_chính đầu_tư vị_trí tư_vấn khóa đào_tạo ngắn_hạn bắt_buộc phí cấp tài_khoản giao_dịch thử_nghiệm mức thưởng cao theo doanh_số thu_nhập không giới_hạn xác_nhận tham_gia ngay trong ngày
286,"chuyên viên tuyển dụng hãng hàng không quốc tế, vòng đào tạo tiếp viên mặt đất, mức lương hấp dẫn và chế độ bay miễn phí, phí khám sức khỏe theo tiêu chuẩn hàng không, phí đồng phục tạm ứng, giữ suất đào tạo trong vòng hai mươi bốn giờ, số lượng ứng viên rất đông",4,Giả mạo nhà tuyển dụng,"[""chuyên_viên_tuyển_dụng_hãng_hàng_không_quốc_tế"", ""vòng_đào_tạo_tiếp_viên_mặt_đất"", ""mức_lương_hấp_dẫn_và_chế_độ_bay_miễn_phí"", ""phí_khám_sức_khỏe_theo_tiêu_chuẩn_hàng_không"", ""phí_đồng_phục_tạm_ứng"", ""giữ_suất_đào_tạo_trong_vòng_hai_mươi_bốn_giờ"", ""số_lượng_ứng_viên_rất_đông""]","[""chuyên_viên"", ""tuyển_dụng"", ""hãng"", ""hàng"", ""không"", ""quốc_tế"", ""vòng"", ""đào_tạo"", ""tiếp_viên"", ""mặt_đất"", ""mức"", ""lương"", ""hấp_dẫn"", ""và"", ""chế_độ"", ""bay"", ""miễn_phí"", ""phí"", ""khám"", ""sức_khỏe"", ""theo"", ""tiêu_chuẩn"", ""hàng_không"", ""đồng_phục"", ""tạm_ứng"", ""giữ"", ""suất"", ""trong"", ""hai"", ""mươi"", ""bốn"", ""giờ"", ""số_lượng"", ""ứng_viên"", ""rất"", ""đông""]",chuyên_viên tuyển_dụng hãng hàng không quốc_tế vòng đào_tạo tiếp_viên mặt_đất mức lương hấp_dẫn và chế_độ bay miễn_phí phí khám sức_khỏe theo tiêu_chuẩn hàng_không đồng_phục tạm_ứng giữ suất trong hai mươi bốn giờ số_lượng ứng_viên rất đông
